Anno;Codice Regione;Descrizione Regione;Codice Asl;Asl ;Cod Dsm;DSM;Codice Sesso;Sesso;Gruppo Diagnostico;Numero Accessi 
2022;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;D01;ASST PAPA GIOVANNI XXIII;2;Femmina;Diagnosi in attesa di definizione;448
2022;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;D01;ASST PAPA GIOVANNI XXIII;2;Femmina;Disturbi della personalità e del comportamento;1612
2022;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;D01;ASST PAPA GIOVANNI XXIII;2;Femmina;Mania e disturbi affettivi bipolari;828
2022;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;D01;ASST PAPA GIOVANNI XXIII;2;Femmina;Ritardo mentale;303
2022;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;D01;ASST PAPA GIOVANNI XXIII;2;Femmina;Schizofrenia e altre psicosi funzionali;2127
2022;030;LOMBARDIA;718;ASST PAPA GIOVANNI XXIII;D01;ASST PAPA GIOVANNI XXIII;2;Femmina;Sindromi nevrotiche e somatoformi;1704
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Alcolismo e tossicomanie;206
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Altri disturbi psichici;70
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Assenza di patologia psichiatrica;67
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Demenze e disturbi mentali organici;60
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Depressione;1476
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Diagnosi in attesa di definizione;309
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Disturbi della personalità e del comportamento;1724
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Mania e disturbi affettivi bipolari;583
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Ritardo mentale;429
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Schizofrenia e altre psicosi funzionali;4011
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;1;Maschio;Sindromi nevrotiche e somatoformi;998
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Alcolismo e tossicomanie;77
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Altri disturbi psichici;744
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Assenza di patologia psichiatrica;107
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Demenze e disturbi mentali organici;111
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Depressione;2913
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Diagnosi in attesa di definizione;333
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Disturbi della personalità e del comportamento;2089
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Mania e disturbi affettivi bipolari;553
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Ritardo mentale;275
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Schizofrenia e altre psicosi funzionali;2642
2022;030;LOMBARDIA;719;ASST DI BERGAMO OVEST;D01;ASST BERGAMO OVEST;2;Femmina;Sindromi nevrotiche e somatoformi;1664
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Alcolismo e tossicomanie;426
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Altri disturbi psichici;129
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Assenza di patologia psichiatrica;181
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Demenze e disturbi mentali organici;113
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Depressione;2160
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Diagnosi in attesa di definizione;266
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Disturbi della personalità e del comportamento;1604
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Mania e disturbi affettivi bipolari;759
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Ritardo mentale;467
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Schizofrenia e altre psicosi funzionali;5005
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;1;Maschio;Sindromi nevrotiche e somatoformi;1229
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Alcolismo e tossicomanie;98
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Altri disturbi psichici;447
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Assenza di patologia psichiatrica;191
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Demenze e disturbi mentali organici;82
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Depressione;4512
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Diagnosi in attesa di definizione;197
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Disturbi della personalità e del comportamento;1982
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Mania e disturbi affettivi bipolari;975
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Ritardo mentale;379
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Schizofrenia e altre psicosi funzionali;3598
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;D01;ASST DI BERGAMO EST;2;Femmina;Sindromi nevrotiche e somatoformi;1784
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Alcolismo e tossicomanie;781
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Altri disturbi psichici;171
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Assenza di patologia psichiatrica;201
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Demenze e disturbi mentali organici;184
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Depressione;3561
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Diagnosi in attesa di definizione;1166
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Disturbi della personalità e del comportamento;1802
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Mania e disturbi affettivi bipolari;3055
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Ritardo mentale;547
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Schizofrenia e altre psicosi funzionali;7219
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;1;Maschio;Sindromi nevrotiche e somatoformi;1823
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Alcolismo e tossicomanie;159
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Altri disturbi psichici;288
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Assenza di patologia psichiatrica;193
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Demenze e disturbi mentali organici;100
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Depressione;5958
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Diagnosi in attesa di definizione;1114
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Disturbi della personalità e del comportamento;2772
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Mania e disturbi affettivi bipolari;3106
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Ritardo mentale;324
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Schizofrenia e altre psicosi funzionali;4405
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;D01;ASST SPEDALI CIVILI DI BRESCIA;2;Femmina;Sindromi nevrotiche e somatoformi;2223
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Alcolismo e tossicomanie;212
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Altri disturbi psichici;36
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Assenza di patologia psichiatrica;70
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Demenze e disturbi mentali organici;51
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Depressione;1644
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Diagnosi in attesa di definizione;411
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Disturbi della personalità e del comportamento;712
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Mania e disturbi affettivi bipolari;990
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Ritardo mentale;147
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Schizofrenia e altre psicosi funzionali;3276
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;1;Maschio;Sindromi nevrotiche e somatoformi;817
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Alcolismo e tossicomanie;81
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Altri disturbi psichici;209
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Assenza di patologia psichiatrica;41
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Demenze e disturbi mentali organici;40
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Depressione;2825
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Diagnosi in attesa di definizione;537
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Disturbi della personalità e del comportamento;897
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Mania e disturbi affettivi bipolari;1202
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Ritardo mentale;81
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Schizofrenia e altre psicosi funzionali;1765
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;D01;ASST DELLA FRANCIACORTA;2;Femmina;Sindromi nevrotiche e somatoformi;1124
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Alcolismo e tossicomanie;267
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Altri disturbi psichici;47
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Assenza di patologia psichiatrica;33
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Demenze e disturbi mentali organici;85
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Depressione;1270
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Diagnosi in attesa di definizione;653
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Disturbi della personalità e del comportamento;736
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Mania e disturbi affettivi bipolari;1329
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Ritardo mentale;128
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Schizofrenia e altre psicosi funzionali;2667
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;1;Maschio;Sindromi nevrotiche e somatoformi;971
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Alcolismo e tossicomanie;60
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Altri disturbi psichici;130
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Assenza di patologia psichiatrica;47
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Demenze e disturbi mentali organici;48
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Depressione;2231
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Diagnosi in attesa di definizione;683
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Disturbi della personalità e del comportamento;740
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Mania e disturbi affettivi bipolari;1531
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Ritardo mentale;110
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Schizofrenia e altre psicosi funzionali;1844
2022;030;LOMBARDIA;723;ASST DEL GARDA;D01;ASST DEL GARDA;2;Femmina;Sindromi nevrotiche e somatoformi;1448
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Alcolismo e tossicomanie;223
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Altri disturbi psichici;89
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Assenza di patologia psichiatrica;90
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Demenze e disturbi mentali organici;37
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Depressione;854
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Diagnosi in attesa di definizione;733
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Disturbi della personalità e del comportamento;563
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Mania e disturbi affettivi bipolari;313
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Ritardo mentale;193
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Schizofrenia e altre psicosi funzionali;2137
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;1;Maschio;Sindromi nevrotiche e somatoformi;552
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Alcolismo e tossicomanie;36
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Altri disturbi psichici;168
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Assenza di patologia psichiatrica;78
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Demenze e disturbi mentali organici;34
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Depressione;1557
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Diagnosi in attesa di definizione;548
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Disturbi della personalità e del comportamento;597
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Mania e disturbi affettivi bipolari;446
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Ritardo mentale;185
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Schizofrenia e altre psicosi funzionali;1513
2022;030;LOMBARDIA;724;ASST DI CREMONA;D01;ASST DI CREMONA;2;Femmina;Sindromi nevrotiche e somatoformi;918
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Alcolismo e tossicomanie;199
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Altri disturbi psichici;145
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Assenza di patologia psichiatrica;48
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Demenze e disturbi mentali organici;80
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Depressione;1880
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Diagnosi in attesa di definizione;1798
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Disturbi della personalità e del comportamento;1345
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Mania e disturbi affettivi bipolari;788
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Ritardo mentale;328
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Schizofrenia e altre psicosi funzionali;3761
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;1;Maschio;Sindromi nevrotiche e somatoformi;1083
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Alcolismo e tossicomanie;78
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Altri disturbi psichici;580
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Assenza di patologia psichiatrica;81
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Demenze e disturbi mentali organici;72
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Depressione;3487
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Diagnosi in attesa di definizione;2241
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Disturbi della personalità e del comportamento;1589
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Mania e disturbi affettivi bipolari;1134
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Ritardo mentale;166
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Schizofrenia e altre psicosi funzionali;2894
2022;030;LOMBARDIA;725;ASST DI MANTOVA;D01;ASST DI MANTOVA;2;Femmina;Sindromi nevrotiche e somatoformi;1556
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Alcolismo e tossicomanie;131
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Altri disturbi psichici;51
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Assenza di patologia psichiatrica;41
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Demenze e disturbi mentali organici;12
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Depressione;494
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Diagnosi in attesa di definizione;863
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Disturbi della personalità e del comportamento;379
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Mania e disturbi affettivi bipolari;324
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Ritardo mentale;134
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Schizofrenia e altre psicosi funzionali;1260
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;1;Maschio;Sindromi nevrotiche e somatoformi;348
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Alcolismo e tossicomanie;35
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Altri disturbi psichici;140
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Assenza di patologia psichiatrica;34
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Demenze e disturbi mentali organici;9
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Depressione;1117
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Diagnosi in attesa di definizione;1187
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Disturbi della personalità e del comportamento;555
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Mania e disturbi affettivi bipolari;244
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Ritardo mentale;147
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Schizofrenia e altre psicosi funzionali;722
2022;030;LOMBARDIA;726;ASST DI CREMA;D01;ASST DI CREMA;2;Femmina;Sindromi nevrotiche e somatoformi;624
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Alcolismo e tossicomanie;512
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Altri disturbi psichici;127
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Assenza di patologia psichiatrica;198
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Demenze e disturbi mentali organici;166
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Depressione;2068
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Diagnosi in attesa di definizione;1396
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Disturbi della personalità e del comportamento;1797
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Mania e disturbi affettivi bipolari;943
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Ritardo mentale;705
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Schizofrenia e altre psicosi funzionali;5459
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;1;Maschio;Sindromi nevrotiche e somatoformi;1525
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;2;Femmina;Alcolismo e tossicomanie;138
2022;030;LOMBARDIA;727;ASST DI PAVIA;D01;ASST DI PAVIA;2;Femmina;Altri disturbi psichici;397
