;;;;;;;
Utenti in carico ai SerD secondo la sostanza d�uso primaria - anno 2022;;;;;;;
;;;;;;;
Anno;Codice regione;Descrizione Regione;Codice ASL;ASL;SERD;Categoria Sostanza;Utenti
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S21                    ;COCAINA;78
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S22                    ;COCAINA;180
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S04                    ;COCAINA;65
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S10                    ;COCAINA;30
2022;030;LOMBARDIA;723;ASST DEL GARDA;S02                    ;COCAINA;59
2022;030;LOMBARDIA;723;ASST DEL GARDA;S09                    ;COCAINA;35
2022;030;LOMBARDIA;724;ASST DI CREMONA;S01                    ;COCAINA;200
2022;030;LOMBARDIA;724;ASST DI CREMONA;S02                    ;COCAINA;15
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S01                    ;COCAINA;136
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S02                    ;COCAINA;21
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S03                    ;COCAINA;27
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S04                    ;COCAINA;7
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S06                    ;COCAINA;27
2022;030;LOMBARDIA;726;ASST DI CREMA;S01                    ;COCAINA;89
2022;030;LOMBARDIA;727;ASST DI PAVIA;S01                    ;COCAINA;92
2022;030;LOMBARDIA;727;ASST DI PAVIA;S02                    ;COCAINA;292
2022;030;LOMBARDIA;727;ASST DI PAVIA;S03                    ;COCAINA;201
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S01                    ;COCAINA;128
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S02                    ;COCAINA;58
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S03                    ;COCAINA;17
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S04                    ;COCAINA;17
2022;042;PROV. AUTON. TRENTO;101;TRENTO;A01                    ;COCAINA;47
2022;042;PROV. AUTON. TRENTO;101;TRENTO;B01                    ;COCAINA;36
2022;042;PROV. AUTON. TRENTO;101;TRENTO;S01                    ;COCAINA;160
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S01                    ;COCAINA;7
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S02                    ;COCAINA;1
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S03                    ;COCAINA;30
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S04                    ;COCAINA;5
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S01                    ;COCAINA;83
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S02                    ;COCAINA;53
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S03                    ;COCAINA;4
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S04                    ;COCAINA;29
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S06                    ;COCAINA;129
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S01                    ;COCAINA;96
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S02                    ;COCAINA;91
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S03                    ;COCAINA;98
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S04                    ;COCAINA;54
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S05                    ;COCAINA;54
2022;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S01                    ;COCAINA;21
2022;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S02                    ;COCAINA;74
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S01                    ;COCAINA;17
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S02                    ;COCAINA;33
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S03                    ;COCAINA;41
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S51                    ;COCAINA;45
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S52                    ;COCAINA;54
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S61                    ;COCAINA;185
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S62                    ;COCAINA;33
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S71                    ;COCAINA;22
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S72                    ;COCAINA;33
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S01                    ;COCAINA;48
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S02                    ;COCAINA;47
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S03                    ;COCAINA;2
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S01                    ;COCAINA;26
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S02                    ;COCAINA;121
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S03                    ;COCAINA;9
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S04                    ;COCAINA;15
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S01                    ;COCAINA;126
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S03                    ;COCAINA;61
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S11                    ;COCAINA;24
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S12                    ;COCAINA;26
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S21                    ;COCAINA;76
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S22                    ;COCAINA;65
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;A06                    ;COCAINA;1
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;B06                    ;COCAINA;
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;D06                    ;COCAINA;1
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;E06                    ;COCAINA;1
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;S06                    ;COCAINA;1
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;A03                    ;COCAINA;1
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S03                    ;COCAINA;1
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S04                    ;COCAINA;1
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S05                    ;COCAINA;14
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A01                    ;COCAINA;18
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A02                    ;COCAINA;4
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S01                    ;COCAINA;54
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S02                    ;COCAINA;1
2022;070;LIGURIA;101;IMPERIESE;S01                    ;COCAINA;62
2022;070;LIGURIA;101;IMPERIESE;S02                    ;COCAINA;26
2022;070;LIGURIA;101;IMPERIESE;S03                    ;COCAINA;11
2022;070;LIGURIA;102;SAVONESE;S01                    ;COCAINA;18
2022;070;LIGURIA;102;SAVONESE;S02                    ;COCAINA;16
2022;070;LIGURIA;102;SAVONESE;S03                    ;COCAINA;16
2022;070;LIGURIA;102;SAVONESE;S04                    ;COCAINA;
2022;070;LIGURIA;103;GENOVESE;S01                    ;COCAINA;96
2022;070;LIGURIA;103;GENOVESE;S02                    ;COCAINA;54
2022;070;LIGURIA;103;GENOVESE;S03                    ;COCAINA;33
2022;070;LIGURIA;103;GENOVESE;S04                    ;COCAINA;33
2022;070;LIGURIA;103;GENOVESE;S05                    ;COCAINA;49
2022;070;LIGURIA;103;GENOVESE;S06                    ;COCAINA;40
2022;070;LIGURIA;104;CHIAVARESE;S01                    ;COCAINA;41
2022;070;LIGURIA;105;SPEZZINO;S01                    ;COCAINA;65
2022;070;LIGURIA;105;SPEZZINO;S02                    ;COCAINA;39
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;C02                    ;COCAINA;181
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S01                    ;COCAINA;27
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S02                    ;COCAINA;36
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S03                    ;COCAINA;32
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;C01                    ;COCAINA;49
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S01                    ;COCAINA;127
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S02                    ;COCAINA;51
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S03                    ;COCAINA;8
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S04                    ;COCAINA;32
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S05                    ;COCAINA;13
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S01                    ;COCAINA;23
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S02                    ;COCAINA;122
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S03                    ;COCAINA;26
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S04                    ;COCAINA;20
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S05                    ;COCAINA;39
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S06                    ;COCAINA;5
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S01                    ;COCAINA;45
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S02                    ;COCAINA;41
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S03                    ;COCAINA;110
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S04                    ;COCAINA;83
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S05                    ;COCAINA;15
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S06                    ;COCAINA;42
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S07                    ;COCAINA;45
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;C09                    ;COCAINA;91
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S01                    ;COCAINA;52
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S02                    ;COCAINA;18
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S03                    ;COCAINA;44
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S04                    ;COCAINA;24
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S05                    ;COCAINA;53
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S06                    ;COCAINA;49
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S07                    ;COCAINA;81
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S08                    ;COCAINA;88
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S09                    ;COCAINA;36
2022;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;S01                    ;COCAINA;48
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S01                    ;COCAINA;72
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S02                    ;COCAINA;20
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S03                    ;COCAINA;19
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S04                    ;COCAINA;11
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S05                    ;COCAINA;21
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S01                    ;COCAINA;111
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S02                    ;COCAINA;35
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S03                    ;COCAINA;44
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S05                    ;COCAINA;53
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S06                    ;COCAINA;72
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S07                    ;COCAINA;163
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S21                    ;COCAINA;25
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S22                    ;COCAINA;61
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S23                    ;COCAINA;60
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S24                    ;COCAINA;
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S26                    ;COCAINA;79
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S27                    ;COCAINA;48
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S28                    ;COCAINA;93
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S29                    ;COCAINA;30
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S30                    ;COCAINA;28
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S31                    ;COCAINA;41
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S32                    ;COCAINA;50
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S33                    ;COCAINA;71
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S34                    ;COCAINA;173
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S35                    ;COCAINA;144
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S41                    ;COCAINA;126
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S42                    ;COCAINA;41
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S43                    ;COCAINA;136
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S44                    ;COCAINA;24
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S45                    ;COCAINA;88
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S46                    ;COCAINA;49
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S47                    ;COCAINA;18
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S48                    ;COCAINA;34
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S49                    ;COCAINA;166
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S50                    ;COCAINA;12
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S51                    ;COCAINA;7
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S52                    ;COCAINA;165
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S61                    ;COCAINA;2
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S62                    ;COCAINA;21
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S63                    ;COCAINA;36
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S64                    ;COCAINA;5
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S65                    ;COCAINA;59
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S66                    ;COCAINA;11
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S67                    ;COCAINA;48
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S68                    ;COCAINA;17
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S69                    ;COCAINA;21
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S70                    ;COCAINA;28
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S71                    ;COCAINA;13
2022;090;TOSCANA;203;AZIENDA USL TOSCANA SUD-EST;S72                    ;COCAINA;11
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S11                    ;COCAINA;32
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S12                    ;COCAINA;30
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S21                    ;COCAINA;64
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S22                    ;COCAINA;24
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S23                    ;COCAINA;19
2022;100;UMBRIA;201;AUSL UMBRIA N. 1;S24                    ;COCAINA;10
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S31                    ;COCAINA;85
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S32                    ;COCAINA;62
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S41                    ;COCAINA;101
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S42                    ;COCAINA;37
2022;100;UMBRIA;202;AUSL UMBRIA N. 2;S43                    ;COCAINA;11
2022;110;MARCHE;201;ASUR;S01                    ;COCAINA;122
2022;110;MARCHE;201;ASUR;S02                    ;COCAINA;41
2022;110;MARCHE;201;ASUR;S03                    ;COCAINA;51
2022;110;MARCHE;201;ASUR;S04                    ;COCAINA;40
2022;110;MARCHE;201;ASUR;S05                    ;COCAINA;67
2022;110;MARCHE;201;ASUR;S06                    ;COCAINA;9
2022;110;MARCHE;201;ASUR;S07                    ;COCAINA;264
2022;110;MARCHE;201;ASUR;S08                    ;COCAINA;73
2022;110;MARCHE;201;ASUR;S09                    ;COCAINA;46
2022;110;MARCHE;201;ASUR;S10                    ;COCAINA;6
2022;110;MARCHE;201;ASUR;S11                    ;COCAINA;112
2022;110;MARCHE;201;ASUR;S12                    ;COCAINA;38
2022;110;MARCHE;201;ASUR;S13                    ;COCAINA;56
2022;110;MARCHE;201;ASUR;S14                    ;COCAINA;52
2022;120;LAZIO;109;VITERBO;A05                    ;COCAINA;47
2022;120;LAZIO;109;VITERBO;S01                    ;COCAINA;36
2022;120;LAZIO;109;VITERBO;S02                    ;COCAINA;12
2022;120;LAZIO;109;VITERBO;S04                    ;COCAINA;10
2022;120;LAZIO;109;VITERBO;S05                    ;COCAINA;17
2022;120;LAZIO;110;RIETI;A03                    ;COCAINA;9
2022;120;LAZIO;110;RIETI;B03                    ;COCAINA;48
2022;120;LAZIO;110;RIETI;S03                    ;COCAINA;27
2022;120;LAZIO;111;LATINA;S01                    ;COCAINA;69
2022;120;LAZIO;111;LATINA;S02                    ;COCAINA;6
2022;120;LAZIO;111;LATINA;S03                    ;COCAINA;63
2022;120;LAZIO;111;LATINA;S04                    ;COCAINA;22
2022;120;LAZIO;111;LATINA;S05                    ;COCAINA;28
2022;120;LAZIO;112;FROSINONE;A02                    ;COCAINA;44
2022;120;LAZIO;112;FROSINONE;A06                    ;COCAINA;28
2022;120;LAZIO;112;FROSINONE;B06                    ;COCAINA;176
2022;120;LAZIO;112;FROSINONE;S02                    ;COCAINA;22
2022;120;LAZIO;112;FROSINONE;S06                    ;COCAINA;130
2022;120;LAZIO;112;FROSINONE;S08                    ;COCAINA;21
2022;120;LAZIO;201;ROMA 1;A01                    ;COCAINA;47
2022;120;LAZIO;201;ROMA 1;S01                    ;COCAINA;21
2022;120;LAZIO;201;ROMA 1;S03                    ;COCAINA;37
2022;120;LAZIO;201;ROMA 1;S04                    ;COCAINA;38
2022;120;LAZIO;201;ROMA 1;S05                    ;COCAINA;192
2022;120;LAZIO;201;ROMA 1;S06                    ;COCAINA;51
2022;120;LAZIO;201;ROMA 1;S08                    ;COCAINA;312
2022;120;LAZIO;202;ROMA 2;S01                    ;COCAINA;243
2022;120;LAZIO;202;ROMA 2;S03                    ;COCAINA;156
2022;120;LAZIO;202;ROMA 2;S05                    ;COCAINA;115
2022;120;LAZIO;202;ROMA 2;S06                    ;COCAINA;59
2022;120;LAZIO;202;ROMA 2;S07                    ;COCAINA;57
2022;120;LAZIO;202;ROMA 2;S08                    ;COCAINA;139
2022;120;LAZIO;203;ROMA 3;A02                    ;COCAINA;11
2022;120;LAZIO;203;ROMA 3;S02                    ;COCAINA;92
2022;120;LAZIO;203;ROMA 3;S03                    ;COCAINA;144
2022;120;LAZIO;204;ROMA 4;A02                    ;COCAINA;74
2022;120;LAZIO;204;ROMA 4;B02                    ;COCAINA;2
2022;120;LAZIO;204;ROMA 4;S01                    ;COCAINA;59
2022;120;LAZIO;204;ROMA 4;S02                    ;COCAINA;31
2022;120;LAZIO;204;ROMA 4;S03                    ;COCAINA;69
2022;120;LAZIO;205;ROMA 5;S01                    ;COCAINA;62
2022;120;LAZIO;205;ROMA 5;S02                    ;COCAINA;117
2022;120;LAZIO;205;ROMA 5;S03                    ;COCAINA;12
2022;120;LAZIO;205;ROMA 5;S04                    ;COCAINA;54
2022;120;LAZIO;205;ROMA 5;S05                    ;COCAINA;25
2022;120;LAZIO;206;ROMA 6;A02                    ;COCAINA;79
2022;120;LAZIO;206;ROMA 6;A06                    ;COCAINA;142
2022;120;LAZIO;206;ROMA 6;S02                    ;COCAINA;71
2022;120;LAZIO;206;ROMA 6;S03                    ;COCAINA;3
2022;120;LAZIO;206;ROMA 6;S04                    ;COCAINA;112
2022;120;LAZIO;206;ROMA 6;S06                    ;COCAINA;89
2022;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S01                    ;COCAINA;28
2022;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S02                    ;COCAINA;124
2022;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;S03                    ;COCAINA;41
2022;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S04                    ;COCAINA;55
2022;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S05                    ;COCAINA;55
2022;130;ABRUZZO;202;LANCIANO-VASTO-CHIETI;S06                    ;COCAINA;30
2022;130;ABRUZZO;203;PESCARA;S07                    ;COCAINA;58
2022;130;ABRUZZO;203;PESCARA;S08                    ;COCAINA;11
2022;130;ABRUZZO;204;TERAMO;S09                    ;COCAINA;63
2022;130;ABRUZZO;204;TERAMO;S10                    ;COCAINA;36
2022;130;ABRUZZO;204;TERAMO;S11                    ;COCAINA;29
2022;140;MOLISE;201;ASREM;S01                    ;COCAINA;19
2022;140;MOLISE;201;ASREM;S02                    ;COCAINA;3
2022;140;MOLISE;201;ASREM;S03                    ;COCAINA;31
2022;140;MOLISE;201;ASREM;S04                    ;COCAINA;4
2022;140;MOLISE;201;ASREM;S06                    ;COCAINA;
2022;150;CAMPANIA;201;A.S.L. AVELLINO;S01                    ;COCAINA;8
2022;150;CAMPANIA;201;A.S.L. AVELLINO;S02                    ;COCAINA;31
2022;150;CAMPANIA;202;A.S.L. BENEVENTO;S03                    ;COCAINA;
2022;150;CAMPANIA;202;A.S.L. BENEVENTO;S04                    ;COCAINA;3
2022;150;CAMPANIA;203;A.S.L. CASERTA;S06                    ;COCAINA;4
2022;150;CAMPANIA;203;A.S.L. CASERTA;S08                    ;COCAINA;4
2022;150;CAMPANIA;203;A.S.L. CASERTA;S09                    ;COCAINA;20
2022;150;CAMPANIA;203;A.S.L. CASERTA;S10                    ;COCAINA;1
2022;150;CAMPANIA;203;A.S.L. CASERTA;S11                    ;COCAINA;7
2022;150;CAMPANIA;203;A.S.L. CASERTA;S12                    ;COCAINA;2
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S14                    ;COCAINA;73
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S15                    ;COCAINA;2
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S16                    ;COCAINA;2
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S17                    ;COCAINA;3
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S18                    ;COCAINA;53
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S19                    ;COCAINA;22
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S20                    ;COCAINA;36
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S21                    ;COCAINA;52
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S22                    ;COCAINA;22
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S23                    ;COCAINA;47
2022;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;S24                    ;COCAINA;9
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S25                    ;COCAINA;90
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S26                    ;COCAINA;2
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S27                    ;COCAINA;98
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S29                    ;COCAINA;50
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S30                    ;COCAINA;25
2022;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;S31                    ;COCAINA;107
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S32                    ;COCAINA;31
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S33                    ;COCAINA;52
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S34                    ;COCAINA;69
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S36                    ;COCAINA;15
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S38                    ;COCAINA;18
2022;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;S39                    ;COCAINA;56
2022;150;CAMPANIA;207;A.S.L. SALERNO;S40                    ;COCAINA;14
2022;150;CAMPANIA;207;A.S.L. SALERNO;S41                    ;COCAINA;51
2022;150;CAMPANIA;207;A.S.L. SALERNO;S42                    ;COCAINA;69
2022;150;CAMPANIA;207;A.S.L. SALERNO;S43                    ;COCAINA;19
2022;150;CAMPANIA;207;A.S.L. SALERNO;S45                    ;COCAINA;3
2022;150;CAMPANIA;207;A.S.L. SALERNO;S46                    ;COCAINA;3
2022;150;CAMPANIA;207;A.S.L. SALERNO;S47                    ;COCAINA;1
2022;150;CAMPANIA;207;A.S.L. SALERNO;S48                    ;COCAINA;4
2022;160;PUGLIA;106;ASL BR;S20                    ;COCAINA;41
2022;160;PUGLIA;106;ASL BR;S21                    ;COCAINA;12
2022;160;PUGLIA;106;ASL BR;S22                    ;COCAINA;39
2022;160;PUGLIA;106;ASL BR;S23                    ;COCAINA;25
2022;160;PUGLIA;106;ASL BR;S24                    ;COCAINA;4
2022;160;PUGLIA;106;ASL BR;S25                    ;COCAINA;49
2022;160;PUGLIA;112;ASL TA;S50                    ;COCAINA;5
2022;160;PUGLIA;112;ASL TA;S51                    ;COCAINA;27
2022;160;PUGLIA;112;ASL TA;S52                    ;COCAINA;29
2022;160;PUGLIA;112;ASL TA;S53                    ;COCAINA;58
