ANNO DI RIFERIMENTO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE SERD;DENOMINAZIONE SERD;CODICE QUALIFICA;DESCRIZIONE QUALIFICA;NUM. DIP. TEMPO PIENO;NUM. DIP. TEMPO PIENO U;NUM. DIP. TEMPO PIENO D;NUM. DIP. PART TIME FINO 50%;NUM. DIP. PART TIME FINO 50% U;NUM. DIP. PART TIME FINO 50% D;NUM. DIP. PART TIME OLTRE 50%;NUM. DIP. PART TIME OLTRE 50% U;NUM. DIP. PART TIME OLTRE 50% D;PERSONALE DIPENDENTE;PERSONALE DIPENDENTE U;PERSONALE DIPENDENTE D;ALTRO RAPPORTO;ALTRO RAPPORTO U;ALTRO RAPPORTO D;TOTALE PERSONALE,,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S01; Servizio per le dipendenze di Via Cadorna, 8/10;SSMP01;MEDICO;6;0;6;0;0;0;0;0;0;6;0;6;1;0;1;7,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S01; Servizio per le dipendenze di Via Cadorna, 8/10;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;2;0;2;3,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S01; Servizio per le dipendenze di Via Cadorna, 8/10;SSMP03;PERSONALE INFERMIERISTICO;4;1;3;1;1;0;0;0;0;5;2;3;0;0;0;5,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S01; Servizio per le dipendenze di Via Cadorna, 8/10;SSMP05;EDUCATORE PROFESSIONALE;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S01; Servizio per le dipendenze di Via Cadorna, 8/10;TSMP02;ASSISTENTE SOCIALE;4;0;4;1;0;1;0;0;0;5;0;5;1;0;1;6,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S02; Servizio per le dipendenze di Via N. Sauro, 2;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S02; Servizio per le dipendenze di Via N. Sauro, 2;SSMP02;PSICOLOGO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S02; Servizio per le dipendenze di Via N. Sauro, 2;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S02; Servizio per le dipendenze di Via N. Sauro, 2;SSMP05;EDUCATORE PROFESSIONALE;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S02; Servizio per le dipendenze di Via N. Sauro, 2;TSMP02;ASSISTENTE SOCIALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S03;SERVIZIO PER LE DIPENDENZE DI Via dei Cipressi, 11 ang. Via Diaz;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S03;SERVIZIO PER LE DIPENDENZE DI Via dei Cipressi, 11 ang. Via Diaz;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S03;SERVIZIO PER LE DIPENDENZE DI Via dei Cipressi, 11 ang. Via Diaz;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S03;SERVIZIO PER LE DIPENDENZE DI Via dei Cipressi, 11 ang. Via Diaz;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S06; Servizio per le dipendenze di Via C. Battisti, 38;SSMP01;MEDICO;3;2;1;0;0;0;0;0;0;3;2;1;0;0;0;3,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S06; Servizio per le dipendenze di Via C. Battisti, 38;SSMP02;PSICOLOGO;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;2,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S06; Servizio per le dipendenze di Via C. Battisti, 38;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;1;0;1;3;0;3;0;0;0;3,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S06; Servizio per le dipendenze di Via C. Battisti, 38;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;712;ASST LARIANA;S06; Servizio per le dipendenze di Via C. Battisti, 38;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01; Servizio per le dipendenze di Via Stelvio 35;0SMP01;ALTRO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;030;LOMBARDIA            ;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01; Servizio per le dipendenze di Via Stelvio 35;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;030;LOMBARDIA            ;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01; Servizio per le dipendenze di Via Stelvio 35;SSMP01;MEDICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,,
2021;030;LOMBARDIA            ;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01; Servizio per le dipendenze di Via Stelvio 35;SSMP02;PSICOLOGO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;030;LOMBARDIA            ;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01; Servizio per le dipendenze di Via Stelvio 35;SSMP03;PERSONALE INFERMIERISTICO;11;1;10;0;0;0;2;0;2;13;1;12;0;0;0;13,,
2021;030;LOMBARDIA            ;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01; Servizio per le dipendenze di Via Stelvio 35;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;030;LOMBARDIA            ;713;ASST DELLA VALTELLINA E DELL'ALTO LARIO;S01; Servizio per le dipendenze di Via Stelvio 35;TSMP02;ASSISTENTE SOCIALE;5;1;4;0;0;0;2;0;2;7;1;6;0;0;0;7,,
2021;030;LOMBARDIA            ;714;ASST DELLA VALCAMONICA;S01; Servizio per le dipendenze di VIA NISSOLINA, 2;ASMP01;PERSONALE AMMINISTRATIVO;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;714;ASST DELLA VALCAMONICA;S01; Servizio per le dipendenze di VIA NISSOLINA, 2;SSMP01;MEDICO;2;0;2;0;0;0;1;0;1;3;0;3;0;0;0;3,
2021;030;LOMBARDIA            ;714;ASST DELLA VALCAMONICA;S01; Servizio per le dipendenze di VIA NISSOLINA, 2;SSMP02;PSICOLOGO;1;0;1;0;0;0;1;0;1;2;0;2;1;0;1;3,
2021;030;LOMBARDIA            ;714;ASST DELLA VALCAMONICA;S01; Servizio per le dipendenze di VIA NISSOLINA, 2;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;1;0;1;0;0;0;3;0;3;0;0;0;3,
2021;030;LOMBARDIA            ;714;ASST DELLA VALCAMONICA;S01; Servizio per le dipendenze di VIA NISSOLINA, 2;SSMP05;EDUCATORE PROFESSIONALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,
2021;030;LOMBARDIA            ;714;ASST DELLA VALCAMONICA;S01; Servizio per le dipendenze di VIA NISSOLINA, 2;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;1;0;1;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S01; Servizio per le dipendenze di Corso Promessi Sposi n. 1, Lecco;ASMP01;PERSONALE AMMINISTRATIVO;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S01; Servizio per le dipendenze di Corso Promessi Sposi n. 1, Lecco;SSMP01;MEDICO;1;1;0;1;1;0;0;0;0;2;2;0;0;0;0;2,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S01; Servizio per le dipendenze di Corso Promessi Sposi n. 1, Lecco;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S01; Servizio per le dipendenze di Corso Promessi Sposi n. 1, Lecco;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;1;0;1;1;0;1;4;0;4;0;0;0;4,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S01; Servizio per le dipendenze di Corso Promessi Sposi n. 1, Lecco;SSMP05;EDUCATORE PROFESSIONALE;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S01; Servizio per le dipendenze di Corso Promessi Sposi n. 1, Lecco;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S02; Servizio per le dipendenze di Via Carlo Albrto n. 25 - Bellano (LC);SSMP05;EDUCATORE PROFESSIONALE;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1,,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S03; Servizio per le dipendenze di Via Santa Maria di Loreto n. 80, Merate (LC);SSMP01;MEDICO;0;0;0;1;1;0;1;1;0;2;2;0;0;0;0;2,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S03; Servizio per le dipendenze di Via Santa Maria di Loreto n. 80, Merate (LC);SSMP02;PSICOLOGO;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S03; Servizio per le dipendenze di Via Santa Maria di Loreto n. 80, Merate (LC);SSMP03;PERSONALE INFERMIERISTICO;0;0;0;0;0;0;2;0;2;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S03; Servizio per le dipendenze di Via Santa Maria di Loreto n. 80, Merate (LC);SSMP05;EDUCATORE PROFESSIONALE;0;0;0;0;0;0;2;0;2;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;715;ASST DI LECCO;S03; Servizio per le dipendenze di Via Santa Maria di Loreto n. 80, Merate (LC);TSMP02;ASSISTENTE SOCIALE;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S01; Servizio per le dipendenze di via Solferino, 16;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S01; Servizio per le dipendenze di via Solferino, 16;SMS046;DI CUI PSICHIATRI;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S01; Servizio per le dipendenze di via Solferino, 16;SSMP01;MEDICO;4;2;2;0;0;0;0;0;0;4;2;2;0;0;0;4,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S01; Servizio per le dipendenze di via Solferino, 16;SSMP02;PSICOLOGO;3;0;3;0;0;0;1;0;1;4;0;4;0;0;0;4,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S01; Servizio per le dipendenze di via Solferino, 16;SSMP03;PERSONALE INFERMIERISTICO;6;2;4;0;0;0;0;0;0;6;2;4;0;0;0;6,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S01; Servizio per le dipendenze di via Solferino, 16;SSMP05;EDUCATORE PROFESSIONALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S01; Servizio per le dipendenze di via Solferino, 16;TSMP02;ASSISTENTE SOCIALE;4;0;4;0;0;0;0;0;0;4;0;4;0;0;0;4,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S08; Servizio per le dipendenze di VIA SANQUIRICO, 10;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S08; Servizio per le dipendenze di VIA SANQUIRICO, 10;SSMP02;PSICOLOGO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S08; Servizio per le dipendenze di VIA SANQUIRICO, 10;SSMP03;PERSONALE INFERMIERISTICO;2;1;1;0;0;0;1;0;1;3;1;2;0;0;0;3,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S08; Servizio per le dipendenze di VIA SANQUIRICO, 10;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;716;ASST DI MONZA;S08; Servizio per le dipendenze di VIA SANQUIRICO, 10;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;1;0;1;3;0;3;0;0;0;3,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S02;S02 SERVIZIO PER LE DIPENDENZE DI via Mose Bianchi, 9;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S02;S02 SERVIZIO PER LE DIPENDENZE DI via Mose Bianchi, 9;SSMP01;MEDICO;3;2;1;0;0;0;0;0;0;3;2;1;0;0;0;3,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S02;S02 SERVIZIO PER LE DIPENDENZE DI via Mose Bianchi, 9;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S02;S02 SERVIZIO PER LE DIPENDENZE DI via Mose Bianchi, 9;SSMP03;PERSONALE INFERMIERISTICO;4;1;3;0;0;0;1;0;1;5;1;4;0;0;0;5,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S02;S02 SERVIZIO PER LE DIPENDENZE DI via Mose Bianchi, 9;SSMP05;EDUCATORE PROFESSIONALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S02;S02 SERVIZIO PER LE DIPENDENZE DI via Mose Bianchi, 9;TSMP01;OTA/O.S.S.;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S07;SERVIZIO PER LE DIPENDENZE DI Via Ronchi, 6;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S07;SERVIZIO PER LE DIPENDENZE DI Via Ronchi, 6;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S07;SERVIZIO PER LE DIPENDENZE DI Via Ronchi, 6;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S07;SERVIZIO PER LE DIPENDENZE DI Via Ronchi, 6;SSMP03;PERSONALE INFERMIERISTICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S07;SERVIZIO PER LE DIPENDENZE DI Via Ronchi, 6;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;1;0;1;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S09;SERVIZIO PER LE DIPENDENZE DI via Bellini, 1;SMS046;DI CUI PSICHIATRI;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S09;SERVIZIO PER LE DIPENDENZE DI via Bellini, 1;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S09;SERVIZIO PER LE DIPENDENZE DI via Bellini, 1;SSMP03;PERSONALE INFERMIERISTICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S09;SERVIZIO PER LE DIPENDENZE DI via Bellini, 1;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S09;SERVIZIO PER LE DIPENDENZE DI via Bellini, 1;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S10;SERVIZIO PER LE DIPENDENZE DI via Monte Grappa, 40;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S10;SERVIZIO PER LE DIPENDENZE DI via Monte Grappa, 40;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S10;SERVIZIO PER LE DIPENDENZE DI via Monte Grappa, 40;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S10;SERVIZIO PER LE DIPENDENZE DI via Monte Grappa, 40;SSMP03;PERSONALE INFERMIERISTICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;717;ASST DELLA BRIANZA;S10;SERVIZIO PER LE DIPENDENZE DI via Monte Grappa, 40;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;1;0;1;2;0;2;0;0;0;2,
2021;030;LOMBARDIA            ;718;ASST PAPA GIOVANNI XXIII;S01; Servizio per le dipendenze di Via Borgo Palazzo, 130;ASMP01;PERSONALE AMMINISTRATIVO;4;0;4;1;0;1;1;0;1;6;0;6;0;0;0;6,
2021;030;LOMBARDIA            ;718;ASST PAPA GIOVANNI XXIII;S01; Servizio per le dipendenze di Via Borgo Palazzo, 130;SMS046;DI CUI PSICHIATRI;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,
2021;030;LOMBARDIA            ;718;ASST PAPA GIOVANNI XXIII;S01; Servizio per le dipendenze di Via Borgo Palazzo, 130;SSMP01;MEDICO;11;3;8;0;0;0;0;0;0;11;3;8;0;0;0;11,
2021;030;LOMBARDIA            ;718;ASST PAPA GIOVANNI XXIII;S01; Servizio per le dipendenze di Via Borgo Palazzo, 130;SSMP02;PSICOLOGO;9;2;7;0;0;0;0;0;0;9;2;7;0;0;0;9,
2021;030;LOMBARDIA            ;718;ASST PAPA GIOVANNI XXIII;S01; Servizio per le dipendenze di Via Borgo Palazzo, 130;SSMP03;PERSONALE INFERMIERISTICO;12;6;6;0;0;0;1;0;1;13;6;7;1;0;1;14,
2021;030;LOMBARDIA            ;718;ASST PAPA GIOVANNI XXIII;S01; Servizio per le dipendenze di Via Borgo Palazzo, 130;SSMP05;EDUCATORE PROFESSIONALE;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;718;ASST PAPA GIOVANNI XXIII;S01; Servizio per le dipendenze di Via Borgo Palazzo, 130;TSMP02;ASSISTENTE SOCIALE;5;1;4;0;0;0;2;0;2;7;1;6;0;0;0;7,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S01; Servizio per le dipendenze di Piazza Maggiore, 11 - Martinengo (BG);ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S01; Servizio per le dipendenze di Piazza Maggiore, 11 - Martinengo (BG);SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S01; Servizio per le dipendenze di Piazza Maggiore, 11 - Martinengo (BG);SSMP02;PSICOLOGO;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;2,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S01; Servizio per le dipendenze di Piazza Maggiore, 11 - Martinengo (BG);SSMP03;PERSONALE INFERMIERISTICO;3;1;2;0;0;0;1;0;1;4;1;3;0;0;0;4,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S01; Servizio per le dipendenze di Piazza Maggiore, 11 - Martinengo (BG);SSMP05;EDUCATORE PROFESSIONALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S01; Servizio per le dipendenze di Piazza Maggiore, 11 - Martinengo (BG);TSMP02;ASSISTENTE SOCIALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S02; Servizio per le dipendenze di Via Adda, 18/A - Ponte San Pietro (BG);ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S02; Servizio per le dipendenze di Via Adda, 18/A - Ponte San Pietro (BG);SMS046;DI CUI PSICHIATRI;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S02; Servizio per le dipendenze di Via Adda, 18/A - Ponte San Pietro (BG);SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S02; Servizio per le dipendenze di Via Adda, 18/A - Ponte San Pietro (BG);SSMP02;PSICOLOGO;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S02; Servizio per le dipendenze di Via Adda, 18/A - Ponte San Pietro (BG);SSMP03;PERSONALE INFERMIERISTICO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S02; Servizio per le dipendenze di Via Adda, 18/A - Ponte San Pietro (BG);SSMP05;EDUCATORE PROFESSIONALE;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S02; Servizio per le dipendenze di Via Adda, 18/A - Ponte San Pietro (BG);TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S03; Servizio per le dipendenze di Via XXV Aprile, 6 - Treviglio (BG);ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S03; Servizio per le dipendenze di Via XXV Aprile, 6 - Treviglio (BG);SSMP01;MEDICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S03; Servizio per le dipendenze di Via XXV Aprile, 6 - Treviglio (BG);SSMP02;PSICOLOGO;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;3,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S03; Servizio per le dipendenze di Via XXV Aprile, 6 - Treviglio (BG);SSMP03;PERSONALE INFERMIERISTICO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S03; Servizio per le dipendenze di Via XXV Aprile, 6 - Treviglio (BG);SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;719;ASST DI BERGAMO OVEST;S03; Servizio per le dipendenze di Via XXV Aprile, 6 - Treviglio (BG);TSMP02;ASSISTENTE SOCIALE;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,
2021;030;LOMBARDIA            ;720;ASST DI BERGAMO EST;S01; Servizio per le dipendenze di Via Manzoni, 98 - Gazzaniga;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;720;ASST DI BERGAMO EST;S01; Servizio per le dipendenze di Via Manzoni, 98 - Gazzaniga;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;720;ASST DI BERGAMO EST;S01; Servizio per le dipendenze di Via Manzoni, 98 - Gazzaniga;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;720;ASST DI BERGAMO EST;S01; Servizio per le dipendenze di Via Manzoni, 98 - Gazzaniga;SSMP03;PERSONALE INFERMIERISTICO;4;1;3;0;0;0;0;0;0;4;1;3;0;0;0;4,
2021;030;LOMBARDIA            ;720;ASST DI BERGAMO EST;S01; Servizio per le dipendenze di Via Manzoni, 98 - Gazzaniga;TSMP02;ASSISTENTE SOCIALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;720;ASST DI BERGAMO EST;S02; Servizio per le dipendenze di Piazzale Bonomelli, 8 - Lovere (BG);SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;030;LOMBARDIA            ;720;ASST DI BERGAMO EST;S02; Servizio per le dipendenze di Piazzale Bonomelli, 8 - Lovere (BG);SSMP03;PERSONALE INFERMIERISTICO;4;0;4;0;0;0;0;0;0;4;0;4;0;0;0;4,
2021;030;LOMBARDIA            ;720;ASST DI BERGAMO EST;S02; Servizio per le dipendenze di Piazzale Bonomelli, 8 - Lovere (BG);SSMP05;EDUCATORE PROFESSIONALE;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1,
2021;030;LOMBARDIA            ;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01; Servizio per le dipendenze di VIA LAMARMORA, 56;ASMP01;PERSONALE AMMINISTRATIVO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,
2021;030;LOMBARDIA            ;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01; Servizio per le dipendenze di VIA LAMARMORA, 56;SSMP01;MEDICO;5;2;3;0;0;0;0;0;0;5;2;3;0;0;0;5,
2021;030;LOMBARDIA            ;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01; Servizio per le dipendenze di VIA LAMARMORA, 56;SSMP02;PSICOLOGO;4;1;3;0;0;0;1;0;1;5;1;4;0;0;0;5,
2021;030;LOMBARDIA            ;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01; Servizio per le dipendenze di VIA LAMARMORA, 56;SSMP03;PERSONALE INFERMIERISTICO;8;1;7;0;0;0;0;0;0;8;1;7;0;0;0;8,
